Candidato;Coligação;Votos;
JOSUE LUZ;PRB;2
PROF. LINDOMAR JK;PP;1
SOLDADO ALCIVAN;PP;6
DEYKSOM;PP;1
JOÃO NELORE;PP;4
ANDRÉIA AYRES;PP;1
DIVINO JUNIOR;PP;1
FRED VIGILANTE;PP;1
PROFESSORA EDILAMAR;PP;2
MANE MUDANÇA;PP;7
FRANÇUAR;PP;4
ORIVAN;PDT;2
MARIELLY;PDT;1
ISRAEL DA TEREZONA;PDT;3
NETO PAJEÚ;PDT;1
VALDIRENE;PT;2
THIAGO COSTA;PSC;2
GILMAR DA AUTO ESCOLA;PSC;4
LUCIANO SANTANA;PR;3
GIPÃO;PR;5
SILVANA BRINGEL;PR;1
MARCUS MARCELO;PR;17
VALERIA DOMINGUES;PR;4
XEROSO;PR;3
RADEMARKER SARAIVA MARTINS;PPS;2
PROFESSORA REGIFRAN;PPS;1
WELLINGTON PINTO GOUVEIA;PPS;2
GILBERTO SILVA;PPS;1
PALADIM;PT;2
MÁRCIO ZERBINI;PTB;4
CARLOS VIEIRA;PTB;1
GERALDO SILVA;PMDB;5
TOMAZ XAVIER;PMDB;4
FERREIRINHA;PMDB;7
JOSIAS FOTOGRAFO;PMDB;3
ENOQUE NETO;PSL;7
ERIMAR (DUDU);PSL;1
BRUCE DA ACADEMIA;PSC;1
PASTOR NILSON GOMES;PSC;1
LUCY MACHADO;PSC;4
MARIA RAIMUNDA;PRB;1
ALCIDES GUIMARAES;PRB;2
WAGNER ENOQUE;PRB;1
ROSSANIA BURJAQUE;PRB;2
JOSUE LUZ;PRB;2
ADRIANO BARBOSA;PRB;1
LAFAETE PARANHOS;PRB;1
RADU;PP;2
PROF. LINDOMAR JK;PP;1
JARBINHA ABUD;PRTB;1
ABRAÃO;PRTB;1
ANGILEDSON ALENCAR;PTC;2
BRUNO DA FARMÁCIA;PTC;1
RICARDO BRAGA;PTC;1
ROCHINHA SEGURANÇA;PSB;1
PROFESSOR OSANAN;PSB;2
AVANILSON KARAJA;PV;1
JOAO VITOR;PV;2
SEVERINO PINTO;PV;2
RENATO GOMES;PV;1
JOSIVAL CORREIA;PV;1
CLAUDIEL SANTOS;PRP;1
EDIMAR LEANDRO;PRP;2
JOAQUIM ALVES;PRP;1
LIDIA URBANO;PRP;1
PROFº DELAN;PSDB;2
ZEZÉ CARDOSO;PSDB;7
JOSÉ LUIZ OLIVEIRA FRANCO;PSOL;1
WILSON;PEN;2
O AMIGO LEAL;PEN;2
ANA MAGDA;PEN;1
EDVARDO DIAS;PEN;1
REJANE RIBEIRO;PSD;1
JOAQUIM QUINTA NETO;PSD;11
PROFESSOR FRANKLIN;PC do B;5
TERCILIANO GOMES;SD;14
